order_id,order_datetime,customer_id,restaurant_id,partner_id,items_count,order_value,payment_method,status,estimated_delivery_mins,delivery_duration,delivery_distance_km,tip_amount,restaurant_name,cuisine,rating_x,address_x,city_x,opening_time,closing_time,avg_cost_for_two,partner_name,vehicle_type,vehicle_no,phone_x,rating_y,joined_date,active,customer_name,phone_y,email,signup_date,address_y,city_y,postcode,loyalty_points,order_hour,order_day,order_month
ORD500808,2023-01-12 21:44:00,CUST1485,REST3220,DP2075,2,646.18,Wallet,delivered,45,49,3.13,0,Taste Bhatia,South Indian,3.99,67 Road,Ahmedabad,10:00,23:00,1042,Tara Kapoor,Bike,KA63U7631,8638302561,4.85,2016-11-20,True,Vidyut Gupta,9842283089,vidyut.gupta485@example.com,2018-10-29,205 MG Road,Hyderabad,131053,652,21,Thursday,1
ORD500809,2023-01-02 19:38:00,CUST1189,REST3135,DP2448,6,1731.69,Card,delivered,27,46,4.18,10,Spice Saxena,Street Food,4.39,122 Street,Mumbai,9:00,22:00,1016,Tara Singh,Bike,TN62C2511,8633389973,4.45,2020-10-06,True,Khushi Iyer,9661105308,khushi.iyer189@example.com,2021-11-14,111 MG Road,Hyderabad,821163,1389,19,Monday,1
ORD500810,2023-01-08 17:12:00,CUST1590,REST3543,DP2547,5,1137.65,Wallet,cancelled,30,42,3.63,100,Dine Desai,Street Food,4.25,161 Complex,Pune,10:00,00:30,689,Aarav Malhotra,Scooter,TN58K7542,8704369631,4.54,2020-06-12,True,Khushi Mehta,9757935461,khushi.mehta590@example.com,2023-01-13,46 MG Road,Bengaluru,292237,1052,17,Sunday,1
ORD500811,2023-01-06 09:33:00,CUST1212,REST3585,DP2316,2,431.31,Card,delivered,46,76,4.6,50,Corner Patel,Italian,4.58,165 Lane,Pune,11:00,23:00,747,Aniket Kapoor,Bike,DL76J7111,8860328180,4.8,2020-08-14,True,Arjun Rao,9900069001,arjun.rao212@example.com,2022-03-23,165 Cross Street,Bengaluru,812667,1439,9,Friday,1
ORD500812,2023-01-18 12:30:00,CUST1391,REST3336,DP2316,2,304.67,Cash,preparing,15,16,0.21,30,Hub Singh,Continental,3.79,86 Street,Delhi,8:00,21:30,496,Aniket Kapoor,Bike,DL76J7111,8860328180,4.8,2020-08-14,True,Rohan Khan,9663276495,rohan.khan391@example.com,2020-09-04,79 MG Road,Bengaluru,501439,1420,12,Wednesday,1
ORD500813,2023-01-06 07:20:00,CUST1127,REST3148,DP2046,2,691.47,Card,delivered,42,54,3.61,50,Cafe Nair,Seafood,3.96,140 Lane,Jaipur,8:00,00:30,1011,Meera Malhotra,Bike,TN86N2444,8634402934,4.46,2018-12-13,True,Arjun Chopra,9660913975,arjun.chopra127@example.com,2023-03-06,243 MG Road,Bengaluru,632584,1467,7,Friday,1
ORD500814,2023-01-20 03:56:00,CUST1024,REST3357,DP2497,4,519.45,Cash,delivered,31,57,3.2,0,Grill Saxena,Continental,4.38,134 Road,Lucknow,8:00,21:30,588,Reyansh Jain,Bike,UP94T1173,8843423310,4.54,2020-04-21,False,Priya Saxena,9835203188,priya.saxena24@example.com,2023-10-21,116 MG Road,Chennai,345612,131,3,Friday,1
ORD500815,2023-01-15 13:34:00,CUST1467,REST3290,DP2491,1,543.27,Card,delivered,27,25,10.81,100,Hub Joshi,Street Food,4.53,138 Lane,Lucknow,8:00,21:30,1117,Arjun Chopra,Bike,DL52J2029,8936078339,5.0,2023-01-05,True,Riya Gupta,9613992450,riya.gupta467@example.com,2021-07-30,153 Station Road,Mumbai,960069,575,13,Sunday,1
ORD500816,2023-01-10 13:50:00,CUST1574,REST3475,DP2405,3,972.03,Wallet,delivered,29,50,5.17,0,Dine Verma,Desserts,4.0,96 Lane,Ahmedabad,11:00,22:00,1182,Arjun Jain,Bike,UP33N7979,8649900791,4.79,2016-06-14,True,Isha Khan,9657856292,isha.khan574@example.com,2022-08-25,12 Block,Delhi,919652,922,13,Tuesday,1
ORD500817,2023-01-10 02:57:00,CUST1304,REST3586,DP2458,5,1215.7,Cash,delivered,14,9,3.34,30,Dine Malhotra,Italian,3.81,48 Street,Kolkata,11:00,22:00,1052,Karan Patel,Scooter,TN29X6328,8647950613,4.43,2024-12-20,False,Ishaan Rao,9912706234,ishaan.rao304@example.com,2024-06-04,3 Cross Street,Kolkata,836420,483,2,Tuesday,1
ORD500818,2023-01-10 13:15:00,CUST1206,REST3394,DP2355,4,929.11,Card,delivered,46,52,1.26,100,House Nair,Italian,3.8,12 Street,Hyderabad,11:00,22:00,845,Khushi Jain,Car,KA89Q8425,8960541161,4.3,2024-07-24,True,Kabir Iyer,9680992921,kabir.iyer206@example.com,2018-09-11,116 MG Road,Kolkata,859014,172,13,Tuesday,1
ORD500819,2023-01-20 12:31:00,CUST1338,REST3033,DP2023,4,1040.39,Cash,delivered,43,77,3.9,10,Cafe Agarwal,South Indian,4.03,137 Lane,Lucknow,11:00,22:00,824,Zoya Saxena,Car,TN68B1653,8948174073,4.17,2019-08-20,True,Priya Desai,9731925296,priya.desai338@example.com,2023-08-08,141 Cross Street,Hyderabad,910441,1000,12,Friday,1
ORD500820,2023-01-06 00:28:00,CUST1481,REST3203,DP2038,5,457.03,Cash,delivered,37,63,0.05,10,House Iyer,Seafood,4.02,123 Road,Chennai,9:00,00:30,292,Shivansh Verma,Scooter,UP64H8899,8804674787,4.2,2019-12-06,True,Ishaan Gupta,9941550170,ishaan.gupta481@example.com,2018-12-30,211 Cross Street,Jaipur,121949,543,0,Friday,1
ORD500821,2023-01-10 16:59:00,CUST1190,REST3475,DP2451,1,151.0,Cash,delivered,38,36,15.76,20,Dine Verma,Desserts,4.0,96 Lane,Ahmedabad,11:00,22:00,1182,Aniket Gupta,Bike,UP26P8499,8669463141,4.89,2023-11-25,True,Simran Nair,9882895594,simran.nair190@example.com,2021-06-17,12 Station Road,Pune,738437,112,16,Tuesday,1
ORD500822,2023-01-13 22:55:00,CUST1389,REST3228,DP2328,2,352.04,Cash,delivered,48,75,2.61,50,Corner Verma,South Indian,4.03,190 Complex,Lucknow,8:00,23:00,445,Saira Saxena,Car,TN37Q4728,8818816757,4.79,2017-04-07,True,Reyansh Bhatia,9928193710,reyansh.bhatia389@example.com,2022-05-27,151 MG Road,Kolkata,479082,937,22,Friday,1
ORD500823,2023-01-11 14:28:00,CUST1008,REST3183,DP2376,3,146.2,UPI,delivered,41,60,1.0,0,Grill Singh,Mexican,4.44,159 Lane,Mumbai,9:00,22:00,171,Arnav Rao,Bike,UP20D3585,8734004894,4.86,2021-10-16,True,Arnav Saxena,9687324253,arnav.saxena8@example.com,2022-02-25,91 Station Road,Hyderabad,845911,1399,14,Wednesday,1
ORD500824,2023-01-10 09:50:00,CUST1211,REST3436,DP2306,2,621.1,Cash,delivered,39,68,9.87,0,Taste Khan,Chinese,3.71,63 Avenue,Chennai,10:00,22:00,825,Arjun Sharma,Car,KA63F8571,8981310959,4.98,2022-05-15,True,Maya Kapoor,9787808605,maya.kapoor211@example.com,2021-06-24,248 Sector,Bengaluru,733945,1451,9,Tuesday,1
ORD500825,2023-01-07 14:22:00,CUST1537,REST3573,DP2583,3,114.08,Cash,delivered,23,31,2.77,0,Bites Khan,South Indian,4.17,183 Street,Jaipur,9:00,21:30,181,Riya Rao,Bicycle,UP94M6045,8994027514,5.0,2020-08-12,True,Priya Sharma,9620253624,priya.sharma537@example.com,2023-12-27,52 Cross Street,Mumbai,447864,1087,14,Saturday,1
ORD500826,2023-01-10 10:04:00,CUST1445,REST3253,DP2305,3,289.07,Cash,delivered,44,81,5.4,10,Dine Desai,Italian,4.68,133 Complex,Lucknow,10:00,01:00,266,Rohan Mehta,Bike,TN77K2083,8917118313,4.64,2024-06-24,False,Rhea Joshi,9731601488,rhea.joshi445@example.com,2019-09-09,2 Sector,Mumbai,354315,1109,10,Tuesday,1
ORD500827,2023-01-06 00:55:00,CUST1314,REST3263,DP2074,3,657.59,Wallet,delivered,34,60,1.07,0,Spice Chopra,North Indian,4.92,20 Lane,Bengaluru,11:00,23:00,728,Neha Khan,Scooter,UP72Y8322,8642094719,3.81,2020-04-09,True,Simran Malhotra,9624314777,simran.malhotra314@example.com,2022-10-02,89 MG Road,Lucknow,173182,141,0,Friday,1
ORD500828,2023-01-14 17:34:00,CUST1250,REST3248,DP2264,3,625.27,Cash,delivered,37,41,3.74,0,Spice Saxena,Street Food,3.94,146 Complex,Delhi,10:00,23:00,1166,Arnav Saxena,Bike,DL65I6477,8931152367,4.52,2025-01-10,False,Kavya Nair,9707469928,kavya.nair250@example.com,2019-05-18,35 MG Road,Jaipur,291043,1460,17,Saturday,1
ORD500829,2023-01-14 01:58:00,CUST1276,REST3419,DP2270,1,275.42,UPI,delivered,36,35,1.98,100,Spice Kapoor,Seafood,4.37,150 Street,Ahmedabad,10:00,21:30,1033,Khushi Khan,Bike,MH98S1977,8750648210,5.0,2017-07-13,True,Nikhil Saxena,9677452948,nikhil.saxena276@example.com,2020-03-26,155 Block,Pune,634369,82,1,Saturday,1
ORD500830,2023-01-06 02:37:00,CUST1048,REST3336,DP2512,4,634.97,Wallet,delivered,51,87,7.28,100,Hub Singh,Continental,3.79,86 Street,Delhi,8:00,21:30,496,Aniket Kapoor,Car,MH53G5998,8844922485,4.53,2018-09-10,True,Karan Kapoor,9942047638,karan.kapoor48@example.com,2020-12-08,42 Sector,Lucknow,849945,875,2,Friday,1
ORD500831,2023-01-05 23:20:00,CUST1589,REST3545,DP2534,5,1090.96,Cash,delivered,32,28,2.56,0,Corner Chopra,Desserts,4.21,149 Street,Delhi,11:00,21:30,792,Simran Patel,Scooter,KA21F2709,8962326412,4.4,2022-03-14,True,Aniket Chopra,9940262607,aniket.chopra589@example.com,2022-02-15,194 Block,Lucknow,884320,1235,23,Thursday,1
ORD500832,2023-01-06 16:05:00,CUST1161,REST3106,DP2008,5,532.81,Card,delivered,45,79,1.78,0,Taste Saxena,North Indian,3.69,180 Lane,Ahmedabad,8:00,01:00,473,Aarav Joshi,Bicycle,DL25B1082,8907475955,4.46,2022-09-09,False,Aarzoo Nair,9930525766,aarzoo.nair161@example.com,2022-07-30,241 Cross Street,Mumbai,833811,758,16,Friday,1
ORD500833,2023-01-04 22:39:00,CUST1117,REST3490,DP2044,4,1017.04,Cash,rider_unavailable,47,49,0.9,0,Taste Jain,Street Food,4.17,26 Road,Kolkata,10:00,22:00,1039,Karan Bhatia,Scooter,DL94D4764,8839763798,4.16,2024-10-12,True,Tara Malhotra,9921068488,tara.malhotra117@example.com,2018-06-13,228 Sector,Kolkata,743039,512,22,Wednesday,1
ORD500834,2023-01-07 12:46:00,CUST1422,REST3379,DP2344,4,486.66,UPI,delivered,27,66,7.13,50,Grill Desai,Mexican,4.5,96 Complex,Pune,8:00,00:30,364,Zoya Verma,Car,KA73S7189,8931216967,4.46,2023-08-02,True,Neha Jain,9768847869,neha.jain422@example.com,2019-07-27,64 Cross Street,Delhi,370221,1133,12,Saturday,1
ORD500835,2023-01-03 20:37:00,CUST1038,REST3250,DP2010,1,509.19,Wallet,delivered,39,48,0.63,20,Cafe Patel,Street Food,3.95,161 Avenue,Delhi,8:00,23:00,760,Saira Gupta,Bike,UP42G2877,8697365824,4.46,2023-07-11,True,Reyansh Malhotra,9962501977,reyansh.malhotra38@example.com,2020-08-21,104 MG Road,Ahmedabad,368175,1185,20,Tuesday,1
ORD500836,2023-01-09 16:21:00,CUST1065,REST3151,DP2228,5,246.54,Card,delivered,25,24,0.29,0,Kitchen Agarwal,Continental,3.66,79 Avenue,Chennai,8:00,01:00,216,Tara Bhatia,Car,KA70X9724,8725445960,4.39,2020-04-04,False,Ishaan Patel,9837182060,ishaan.patel65@example.com,2022-12-17,173 Station Road,Lucknow,606171,347,16,Monday,1
ORD500837,2023-01-17 18:39:00,CUST1364,REST3109,DP2139,1,373.78,Wallet,delivered,61,72,0.34,0,Corner Patel,North Indian,4.88,74 Lane,Bengaluru,8:00,22:00,505,Maya Saxena,Bike,MH47U7332,8724107705,4.23,2020-04-08,True,Maya Bhatia,9691000559,maya.bhatia364@example.com,2019-07-23,69 Cross Street,Hyderabad,627077,298,18,Tuesday,1
ORD500838,2023-01-20 12:50:00,CUST1402,REST3364,DP2541,6,288.45,UPI,delivered,40,51,0.31,10,Grill Gupta,Fast Food,4.16,192 Complex,Delhi,8:00,00:30,209,Zoya Khan,Bicycle,TN68O1640,8995829936,4.26,2017-01-08,True,Isha Saxena,9981583125,isha.saxena402@example.com,2024-11-04,162 Sector,Bengaluru,756081,285,12,Friday,1
ORD500839,2023-01-14 06:02:00,CUST1345,REST3482,DP2002,5,420.8,Card,delivered,30,56,0.4,0,Hub Kapoor,Italian,4.07,198 Street,Chennai,10:00,23:00,356,Arnav Malhotra,Scooter,DL13O6434,8620340060,4.79,2016-12-24,True,Maya Jain,9696243154,maya.jain345@example.com,2019-03-15,236 MG Road,Lucknow,266130,493,6,Saturday,1
ORD500840,2023-01-14 20:51:00,CUST1223,REST3070,DP2267,6,1009.06,Cash,delivered,46,48,2.97,50,Cafe Singh,Chinese,4.7,162 Complex,Delhi,8:00,21:30,540,Vidyut Singh,Bike,DL22H7759,8707350470,4.17,2020-03-18,True,Rohan Jain,9649238347,rohan.jain223@example.com,2020-06-28,210 Sector,Kolkata,137965,849,20,Saturday,1
ORD500841,2023-01-06 21:39:00,CUST1335,REST3406,DP2397,2,302.39,UPI,cancelled,22,46,2.14,0,House Kapoor,Fast Food,4.56,111 Road,Kolkata,11:00,21:30,649,Amit Malhotra,Bike,TN96D6384,8613938333,5.0,2019-03-10,True,Zoya Nair,9850184031,zoya.nair335@example.com,2019-02-08,206 Sector,Kolkata,322994,759,21,Friday,1
ORD500842,2023-01-13 12:46:00,CUST1379,REST3049,DP2209,3,812.45,UPI,delivered,46,62,11.73,0,Grill Das,Fast Food,4.48,15 Road,Mumbai,11:00,00:30,761,Sahil Joshi,Bike,MH81L2797,8751509933,5.0,2016-05-07,True,Simran Chopra,9839325539,simran.chopra379@example.com,2022-03-13,101 Sector,Ahmedabad,833975,1024,12,Friday,1
ORD500843,2023-01-04 14:03:00,CUST1138,REST3034,DP2254,2,89.4,Cash,delivered,27,28,5.84,0,Cafe Saxena,Mexican,3.8,200 Road,Bengaluru,9:00,00:30,170,Reyansh Das,Bike,MH35N6527,8996172294,4.14,2023-08-10,False,Shivansh Joshi,9804015990,shivansh.joshi138@example.com,2021-07-21,161 Sector,Lucknow,147642,1264,14,Wednesday,1
ORD500844,2023-01-07 00:47:00,CUST1416,REST3212,DP2110,1,64.68,Wallet,delivered,54,89,1.73,0,Kitchen Saxena,Mexican,4.78,101 Complex,Pune,10:00,00:30,540,Simran Bhatia,Scooter,TN77T5193,8626352645,4.02,2020-02-09,True,Arjun Kapoor,9918729255,arjun.kapoor416@example.com,2020-07-15,133 Sector,Mumbai,118454,1424,0,Saturday,1
ORD500845,2023-01-14 04:27:00,CUST1425,REST3516,DP2405,5,1292.97,Card,rider_unavailable,25,50,8.47,20,Cafe Agarwal,Desserts,5.0,172 Road,Chennai,8:00,22:00,990,Arjun Jain,Bike,UP33N7979,8649900791,4.79,2016-06-14,True,Aarzoo Chopra,9868211333,aarzoo.chopra425@example.com,2024-08-29,19 Block,Mumbai,488638,648,4,Saturday,1
ORD500846,2023-01-19 00:14:00,CUST1321,REST3144,DP2582,3,574.68,Card,delivered,43,42,0.21,0,Spice Rao,Continental,4.41,129 Lane,Jaipur,11:00,01:00,990,Arnav Bhatia,Car,UP20Q4093,8827066793,4.79,2017-11-10,False,Aarzoo Das,9618026124,aarzoo.das321@example.com,2023-01-03,154 MG Road,Chennai,886513,90,0,Thursday,1
ORD500847,2023-01-19 07:28:00,CUST1091,REST3498,DP2448,3,556.79,Cash,delivered,24,26,4.7,50,Corner Chopra,South Indian,4.57,108 Lane,Delhi,11:00,01:00,1000,Tara Singh,Bike,TN62C2511,8633389973,4.45,2020-10-06,True,Arnav Khan,9606792569,arnav.khan91@example.com,2022-09-17,211 Sector,Delhi,564582,741,7,Thursday,1
ORD500848,2023-01-01 20:30:00,CUST1309,REST3212,DP2326,1,179.05,Cash,preparing,38,31,5.19,100,Kitchen Saxena,Mexican,4.78,101 Complex,Pune,10:00,00:30,540,Zoya Mehta,Scooter,DL46F9800,8602324073,4.95,2024-02-19,True,Isha Saxena,9641931077,isha.saxena309@example.com,2024-04-29,29 MG Road,Lucknow,640041,414,20,Sunday,1
ORD500849,2023-01-04 17:13:00,CUST1165,REST3572,DP2287,4,726.77,UPI,picked_up,36,54,0.59,100,Dine Gupta,Desserts,4.24,95 Lane,Chennai,8:00,01:00,530,Kavya Malhotra,Bike,DL45D3424,8866464460,4.78,2017-09-08,True,Vidyut Kapoor,9903105493,vidyut.kapoor165@example.com,2020-04-20,18 Block,Chennai,724867,442,17,Wednesday,1
ORD500850,2023-01-18 02:28:00,CUST1344,REST3163,DP2203,2,337.97,UPI,delivered,26,55,3.26,10,Grill Gupta,Chinese,4.16,77 Lane,Bengaluru,8:00,22:00,852,Rhea Desai,Car,MH85T8584,8774686032,4.92,2022-03-23,True,Aarav Sharma,9884228932,aarav.sharma344@example.com,2021-01-30,138 Cross Street,Mumbai,636611,1429,2,Wednesday,1
ORD500851,2023-01-19 01:11:00,CUST1239,REST3009,DP2139,1,109.59,Wallet,picked_up,33,59,2.98,20,Cafe Agarwal,Seafood,4.8,123 Street,Jaipur,10:00,01:00,270,Maya Saxena,Bike,MH47U7332,8724107705,4.23,2020-04-08,True,Meera Saxena,9834586485,meera.saxena239@example.com,2022-06-27,191 Sector,Pune,465505,382,1,Thursday,1
ORD500852,2023-01-03 10:52:00,CUST1220,REST3209,DP2010,2,381.19,UPI,delivered,32,38,0.95,0,Corner Iyer,Seafood,3.84,124 Lane,Hyderabad,8:00,23:00,990,Saira Gupta,Bike,UP42G2877,8697365824,4.46,2023-07-11,True,Karan Bhatia,9869995974,karan.bhatia220@example.com,2023-12-01,108 Station Road,Chennai,950181,1238,10,Tuesday,1
ORD500853,2023-01-10 06:58:00,CUST1479,REST3451,DP2069,6,571.5,Wallet,delivered,32,72,1.53,0,Grill Singh,Desserts,4.36,14 Road,Delhi,9:00,01:00,388,Meera Kapoor,Car,MH32N9185,8672193933,4.41,2025-07-11,True,Aarav Desai,9810239413,aarav.desai479@example.com,2024-05-13,9 Station Road,Ahmedabad,443674,1252,6,Tuesday,1
ORD500854,2023-01-11 09:11:00,CUST1373,REST3010,DP2448,4,843.04,Wallet,delivered,32,61,12.84,50,Corner Kapoor,Italian,4.46,188 Street,Mumbai,9:00,01:00,952,Tara Singh,Bike,TN62C2511,8633389973,4.45,2020-10-06,True,Maya Nair,9674721220,maya.nair373@example.com,2021-05-25,62 Cross Street,Bengaluru,859979,866,9,Wednesday,1
ORD500855,2023-01-14 21:07:00,CUST1355,REST3322,DP2255,6,2128.28,Cash,delivered,43,74,4.63,100,Taste Bhatia,Fast Food,4.25,109 Avenue,Hyderabad,8:00,00:30,1144,Ishaan Singh,Scooter,UP79E6268,8714477968,4.45,2024-07-27,True,Anaya Singh,9834659969,anaya.singh355@example.com,2020-08-08,215 MG Road,Kolkata,744565,1257,21,Saturday,1
ORD500856,2023-01-09 10:10:00,CUST1215,REST3057,DP2080,2,352.7,Cash,picked_up,46,67,3.7,100,Taste Iyer,Street Food,4.19,34 Lane,Delhi,8:00,23:00,468,Aarzoo Agarwal,Bicycle,DL20U7387,8766092106,4.53,2018-07-28,True,Kavya Singh,9872563839,kavya.singh215@example.com,2024-01-20,214 Block,Mumbai,804083,689,10,Monday,1
ORD500857,2023-01-04 21:11:00,CUST1240,REST3029,DP2221,3,752.73,UPI,delivered,27,19,2.08,50,Hub Saxena,Continental,4.64,33 Complex,Pune,8:00,21:30,672,Kavya Gupta,Bike,UP48X5267,8632973408,4.04,2023-01-21,False,Kabir Nair,9797217877,kabir.nair240@example.com,2023-10-28,69 MG Road,Pune,192760,881,21,Wednesday,1
ORD500858,2023-01-03 21:23:00,CUST1553,REST3303,DP2469,1,283.58,Card,returned,35,30,1.93,30,Kitchen Nair,Mexican,4.71,13 Complex,Lucknow,11:00,00:30,811,Kabir Iyer,Bicycle,TN24I1993,8770905577,4.43,2021-03-18,False,Aarzoo Gupta,9621176615,aarzoo.gupta553@example.com,2021-04-05,93 Cross Street,Pune,884415,237,21,Tuesday,1
ORD500859,2023-01-11 08:03:00,CUST1166,REST3167,DP2135,3,653.29,Cash,delivered,18,11,6.65,10,Kitchen Nair,Italian,4.91,24 Road,Lucknow,10:00,01:00,1165,Isha Singh,Bike,TN70A6437,8712211142,5.0,2024-04-19,True,Aniket Chopra,9776394064,aniket.chopra166@example.com,2019-08-28,202 Block,Mumbai,400743,296,8,Wednesday,1
ORD500860,2023-01-10 23:56:00,CUST1423,REST3265,DP2559,4,1211.69,Card,delivered,48,68,1.62,20,Grill Singh,South Indian,4.04,20 Road,Lucknow,9:00,01:00,881,Arnav Das,Bike,MH18G7735,8761884964,4.47,2024-08-09,False,Reyansh Das,9987180370,reyansh.das423@example.com,2024-10-24,73 MG Road,Hyderabad,325425,1060,23,Tuesday,1
ORD500861,2023-01-15 14:43:00,CUST1507,REST3328,DP2266,4,813.97,UPI,delivered,32,38,0.97,30,Dine Singh,Desserts,4.83,102 Avenue,Mumbai,9:00,00:30,767,Arjun Chopra,Scooter,TN85S6340,8824984492,5.0,2018-03-25,True,Priya Verma,9812489610,priya.verma507@example.com,2021-09-19,177 Station Road,Mumbai,891975,973,14,Sunday,1
ORD500862,2023-01-02 03:19:00,CUST1395,REST3368,DP2554,2,99.34,Wallet,preparing,46,45,2.12,0,Bites Iyer,Chinese,4.18,187 Road,Delhi,9:00,01:00,241,Pooja Chopra,Bike,DL35C1262,8826389194,4.7,2016-04-24,True,Aarav Nair,9673301517,aarav.nair395@example.com,2020-03-10,209 Sector,Lucknow,639990,1337,3,Monday,1
ORD500863,2023-01-18 22:41:00,CUST1480,REST3151,DP2347,5,329.79,Card,delivered,26,27,3.27,0,Kitchen Agarwal,Continental,3.66,79 Avenue,Chennai,8:00,01:00,216,Neha Verma,Scooter,DL41H6113,8918113017,4.18,2016-12-13,True,Vidyut Desai,9655893753,vidyut.desai480@example.com,2023-07-26,37 Cross Street,Delhi,359556,710,22,Wednesday,1
ORD500864,2023-01-04 12:57:00,CUST1324,REST3041,DP2598,6,1083.96,Wallet,delivered,31,69,1.82,100,Kitchen Malhotra,Continental,4.87,105 Road,Delhi,8:00,22:00,641,Reyansh Mehta,Scooter,DL76S9267,8617043369,4.47,2017-06-07,False,Maya Iyer,9718671419,maya.iyer324@example.com,2022-08-21,77 Cross Street,Mumbai,693761,1211,12,Wednesday,1
ORD500865,2023-01-13 03:30:00,CUST1288,REST3260,DP2519,6,756.14,UPI,delivered,43,64,0.47,20,Spice Bhatia,Street Food,4.28,179 Street,Pune,11:00,21:30,432,Isha Nair,Car,KA84M1599,8711239436,4.83,2018-06-18,True,Vidyut Rao,9755157915,vidyut.rao288@example.com,2020-04-29,177 Sector,Kolkata,613110,714,3,Friday,1
ORD500866,2023-01-06 16:02:00,CUST1192,REST3462,DP2587,1,359.19,Card,delivered,29,27,2.66,10,Kitchen Chopra,Continental,4.66,121 Road,Kolkata,9:00,00:30,833,Zoya Singh,Car,UP37F4292,8631665755,4.35,2024-05-29,True,Aarzoo Sharma,9867031714,aarzoo.sharma192@example.com,2022-10-30,45 Station Road,Pune,668453,1441,16,Friday,1
ORD500867,2023-01-02 22:10:00,CUST1088,REST3048,DP2122,5,286.11,Card,delivered,33,38,2.59,20,Kitchen Mehta,North Indian,4.11,189 Complex,Pune,9:00,00:30,222,Neha Kapoor,Bike,KA56S5093,8725087780,5.0,2018-11-15,True,Simran Sharma,9767480771,simran.sharma88@example.com,2024-06-16,174 Sector,Pune,859747,406,22,Monday,1
ORD500868,2023-01-16 20:35:00,CUST1354,REST3566,DP2425,6,905.18,Card,delivered,43,62,1.78,0,Corner Iyer,Seafood,4.75,148 Complex,Lucknow,11:00,21:30,561,Rohan Rao,Scooter,TN63V6902,8853577468,5.0,2024-12-19,True,Maya Joshi,9778096102,maya.joshi354@example.com,2022-04-22,194 Station Road,Delhi,635119,708,20,Monday,1
ORD500869,2023-01-20 10:58:00,CUST1050,REST3496,DP2298,6,379.47,UPI,delivered,54,82,1.75,0,Spice Sharma,Mexican,4.23,8 Avenue,Mumbai,9:00,01:00,245,Ishaan Singh,Scooter,TN15E2914,8765400374,4.84,2016-04-11,False,Simran Joshi,9679507246,simran.joshi50@example.com,2022-10-27,33 MG Road,Hyderabad,492364,81,10,Friday,1
ORD500870,2023-01-04 10:29:00,CUST1360,REST3106,DP2257,6,994.35,Cash,delivered,31,68,2.65,100,Taste Saxena,North Indian,3.69,180 Lane,Ahmedabad,8:00,01:00,473,Nikhil Gupta,Car,DL84B3185,8653669829,4.39,2024-11-14,False,Kavya Patel,9793229233,kavya.patel360@example.com,2021-01-09,27 Station Road,Delhi,306494,882,10,Wednesday,1
ORD500871,2023-01-18 09:25:00,CUST1112,REST3505,DP2104,2,735.86,Wallet,delivered,29,43,1.87,0,Spice Kapoor,North Indian,3.78,61 Street,Pune,10:00,22:00,1134,Khushi Desai,Bike,UP54K8674,8747813692,4.55,2025-04-28,True,Amit Patel,9970103308,amit.patel112@example.com,2024-08-29,121 Cross Street,Mumbai,352720,590,9,Wednesday,1
ORD500872,2023-01-18 00:44:00,CUST1260,REST3255,DP2225,5,1208.19,UPI,delivered,56,47,0.42,50,Kitchen Mehta,Mexican,3.97,196 Lane,Bengaluru,9:00,21:30,825,Meera Gupta,Bike,DL72F9640,8617765342,4.93,2019-11-05,True,Kavya Das,9886408837,kavya.das260@example.com,2019-01-18,129 Station Road,Ahmedabad,718851,315,0,Wednesday,1
ORD500873,2023-01-09 04:59:00,CUST1296,REST3153,DP2147,1,301.51,Wallet,delivered,42,75,0.6,50,Hub Jain,Italian,4.62,143 Avenue,Chennai,11:00,22:00,1028,Amit Kapoor,Scooter,UP30K2111,8899219795,4.2,2021-12-23,True,Vidyut Joshi,9996579305,vidyut.joshi296@example.com,2018-06-02,234 Station Road,Pune,988292,360,4,Monday,1
ORD500874,2023-01-08 07:02:00,CUST1266,REST3391,DP2196,2,181.95,Card,preparing,23,57,7.83,0,Taste Khan,Continental,3.38,173 Avenue,Ahmedabad,11:00,21:30,296,Aniket Patel,Bike,TN49V8625,8852622392,4.33,2018-08-07,True,Rhea Saxena,9814059350,rhea.saxena266@example.com,2019-06-20,195 Cross Street,Lucknow,698933,217,7,Sunday,1
ORD500875,2023-01-13 06:40:00,CUST1200,REST3207,DP2296,3,605.49,Card,delivered,25,34,0.09,0,House Kapoor,South Indian,4.01,26 Road,Kolkata,11:00,01:00,868,Pooja Nair,Bike,TN50E1070,8996476473,4.87,2022-02-15,True,Saira Das,9682071341,saira.das200@example.com,2018-11-05,46 Sector,Jaipur,901093,1154,6,Friday,1
ORD500876,2023-01-12 10:16:00,CUST1531,REST3511,DP2520,5,896.35,Cash,delivered,18,8,0.35,50,Taste Joshi,South Indian,4.29,130 Street,Pune,9:00,23:00,604,Tara Chopra,Car,DL49N7178,8906752141,4.1,2017-10-05,True,Kavya Patel,9663233446,kavya.patel531@example.com,2023-04-12,14 Block,Ahmedabad,760803,145,10,Thursday,1
ORD500877,2023-01-07 03:58:00,CUST1475,REST3021,DP2170,1,255.3,Wallet,delivered,16,55,10.82,10,Hub Gupta,Street Food,4.39,124 Avenue,Hyderabad,9:00,22:00,816,Pooja Verma,Bike,KA51L7208,8636328270,4.33,2024-07-03,False,Karan Singh,9882552408,karan.singh475@example.com,2022-02-03,246 MG Road,Kolkata,848761,1356,3,Saturday,1
